investmentCapacity,has_questionnaire,total_transactions,buy_count,sell_count,buy_ratio,avg_transaction_value,log_avg_value,total_invested,total_sold,sell_to_buy_value_ratio,unique_stocks_traded,unique_sectors_traded,digital_ratio,investment_period_days,avg_days_between_transactions,customerType_Legal Entity,customerType_Mass,customerType_Premium,customerType_Professional,preferred_channel_Internet Banking,preferred_channel_Phone Banking,dominant_sector_Communication Services,dominant_sector_Consumer Cyclical,dominant_sector_Consumer Defensive,dominant_sector_Energy,dominant_sector_Financial Services,dominant_sector_Healthcare,dominant_sector_Industrials,dominant_sector_Real Estate,dominant_sector_Technology,dominant_sector_Unknown,dominant_sector_Utilities
0,1,20,10,10,0.5,1595.1185,7.3753300233738,16615.739999999998,15286.630000000001,0.9199536130432325,10,6,0.0,1402,73.78947368421052,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,2,1,1,0.5,1187.56,7.080497769329098,1028.72,1346.4,1.3075399137629646,1,1,0.0,1707,1707.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,8,4,4,0.5,15450.0,9.645429005150419,59260.0,64340.0,1.0857056073977827,3,2,0.0,1492,213.14285714285714,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,1,2,1,1,0.5,260.0,5.564520407322694,252.4,267.6,1.0560378847671665,1,1,0.0,939,939.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,3,1,2,0.3333333333333333,1053.1786666666667,6.960517227702085,2345.76,813.7760000000001,0.3467657536347986,1,1,0.0,1000,500.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,37,30,7,0.8108108108108109,282.0162162162162,5.645504197118963,7234.85,3199.75,0.4422078954096616,11,8,0.5135135135135135,1779,49.416666666666664,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,5,4,1,0.8,3214.1,8.07561374038706,12770.5,3300.0,0.2583878166229495,2,2,0.0,1516,379.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,16,10,6,0.625,1520.24,7.3272810707386355,17253.0,7070.84,0.4098087400023183,7,3,0.0,1589,105.93333333333334,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,1,12,3,9,0.25,1631.43,7.397824981211347,10616.489999999998,8960.67,0.8439537028054654,2,2,0.5,1644,149.45454545454547,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,8,4,4,0.5,591.749125,6.384771248774033,2163.104,2570.889,1.187969247318983,4,4,0.0,1092,156.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,141,76,65,0.5390070921985816,26851.367021276597,10.198109253268397,1041530.0907399938,717158.9181919956,1.0116505045133004,30,10,1.0,1326,9.471428571428572,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,1,1,0.5,834.4,6.727910652063075,862.4,806.4,0.9339819318971508,1,1,0.0,1616,1616.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,38,20,18,0.5263157894736842,5511.868421052632,8.61484035127287,117026.5,92424.5,0.789767362372092,7,6,1.0,1759,47.54054054054054,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,4,2,2,0.5,1113.9755,7.016587710558637,2397.344,2058.558,0.8583247440734106,2,2,0.0,126,42.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,2,1,1,0.5,869.555,6.769130939291605,713.0899999999999,1026.02,1.4368216891428254,1,1,0.0,1463,1463.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,4,2,2,0.5,186.0985,5.2316352161447535,381.00800000000004,363.386,0.9512523297941404,2,2,1.0,1550,516.6666666666666,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1,1,0,1.0,20175.0,9.9122490582047,20175.0,0.0,0.0,1,1,1.0,0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,1,4,2,2,0.5,731.43125,6.596369479831121,2713.764,211.96099999999998,0.07807713672348682,2,2,0.0,1444,481.3333333333333,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,2,1,1,0.5,5.5649999999999995,1.8817525077547594,5.574,5.556,0.8451475509583207,1,1,0.0,750,750.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,6,3,3,0.5,6869.400000000001,8.834977607684461,20341.2,20875.2,1.0262016890995074,2,2,0.16666666666666666,322,64.4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,2,1,1,0.5,74.575,4.325125540665522,92.9,56.25,0.5990415335463258,1,1,0.0,1534,1534.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,6,3,3,0.5,2009.4866666666667,7.606132094465881,5731.12,6325.8,1.103570755671549,1,1,1.0,173,34.6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,16,8,8,0.5,1253.25125,7.134294059975387,10012.31,10039.71,1.0026364908307044,3,3,0.0,33,2.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,2,1,1,0.5,33.902,3.5525441341566797,42.734,25.07,0.5732382128321214,1,1,0.0,1247,1247.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,13,7,6,0.5384615384615384,15324.784615384617,9.637291957887594,99259.12,99963.08,1.0070819982889403,3,2,0.0,1763,146.91666666666666,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,23,13,10,0.5652173913043478,42230.09040430413,10.65090966521186,1041530.0907399938,47784.055,0.034528737506623795,7,5,0.0,1597,72.5909090909091,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,105,65,40,0.6190476190476191,1616.7721885714286,7.388805289541928,90780.36260000001,78980.7172,0.8700102635383884,17,7,1.0,1763,16.951923076923077,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,10,5,5,0.5,2405.456,7.785910404761345,12053.908,12000.652,0.9954992605501428,4,3,1.0,1059,117.66666666666667,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,18,11,7,0.6111111111111112,12099.063333333334,9.400965965730913,100233.14,117550.0,1.1727541135186075,5,4,1.0,944,55.529411764705884,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,2,1,1,0.5,11956.975,9.389153698788054,12075.77,11838.18,0.9802438897155448,1,1,0.0,66,66.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,10,5,5,0.5,116.55,4.766863774986079,620.1,545.4,0.8781194654644984,5,5,0.0,1358,150.88888888888889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,1,0.5,1277.5,7.153442794731241,1134.0,1420.9999999999998,1.2519823788546254,1,1,0.0,1570,1570.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,4,2,2,0.5,73.94,4.316687793365541,166.15,129.61,0.7754113072090937,2,1,0.0,1343,447.6666666666667,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,96,87,9,0.90625,881.4272864583332,6.782676390464737,49504.2635,35112.756,0.7092731866784227,9,4,1.0,1778,18.71578947368421,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,111,67,44,0.6036036036036037,4442.228198198199,8.399136462903975,264298.5,228788.83,0.8656423110902592,22,11,1.0,1694,15.4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,19,13,6,0.6842105263157895,275.0910526315789,5.620730712150888,2387.5299999999997,2839.2,1.1886809041544382,8,4,1.0,1305,72.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,55,32,23,0.5818181818181818,3802.3238181818183,8.243630652392197,117985.72,91142.09,0.7724775296745261,12,6,0.8363636363636363,1792,33.2037037037037,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,23,13,10,0.5652173913043478,30304.728260869564,10.319092025143322,348964.58,348044.17,0.9973595963246575,5,3,1.0,1527,69.4090909090909,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,6,6,0,1.0,3738.5,8.226707191631723,22431.0,0.0,0.0,6,5,0.8333333333333334,363,72.6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,11,6,5,0.5454545454545454,1176.4832727272726,7.071134620037885,7138.599999999999,5802.716,0.8127508543896018,3,1,1.0,399,39.9,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,1,0,1.0,2783.0,7.931644021454311,2783.0,0.0,0.0,1,1,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,221,132,89,0.5972850678733032,3232.8208764705882,8.081419650993512,386267.8409,328185.5728,0.8496299417662918,27,10,0.995475113122172,1787,8.122727272727273,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,6,3,3,0.5,27.116666666666664,3.3363625203238674,68.9,93.8,1.3419170243204577,3,2,0.0,1550,310.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,1,0.5,37.843,3.6595278803990774,42.120000000000005,33.565999999999995,0.7784322820037104,1,1,0.0,1386,1386.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,10,3,7,0.3,2098.084,7.649256338076586,10647.8,10333.04,0.9703478326196381,3,2,0.0,1004,111.55555555555556,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,2,1,1,0.5,2407.65,7.786821703558021,2454.9,2360.4,0.9611140518750764,1,1,0.0,99,99.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,12,12,0,1.0,978.2116666666667,6.886747826175102,11738.54,0.0,0.0,4,3,1.0,103,9.363636363636363,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,2,0,1.0,3719.1,8.221505828626315,7438.2,0.0,0.0,1,1,0.0,505,505.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,2,1,1,0.5,817.848,6.707898474443116,1078.92,556.776,0.5155715238165789,1,1,1.0,436,436.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,7,2,5,0.2857142857142857,2951.4285714285716,7.990383355205992,6182.0,14478.0,2.341581756428918,2,2,1.0,1792,298.8333333333333,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,9,6,3,0.6666666666666666,1758.843111111111,7.472979942644724,9214.2,6615.388000000001,0.7178778539803803,2,2,1.0,170,21.25,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,30,15,15,0.5,955.0636666666667,6.862824507765584,15177.98,13473.93,0.8876703177683877,15,6,0.0,374,12.89655172413793,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,1,0,1.0,3476.0,8.153925132007862,3476.0,0.0,0.0,1,1,1.0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,272,189,83,0.6948529411764706,144.84568345588235,4.982549100098478,23347.2054,16050.8205,0.6874541415504252,52,11,1.0,1792,6.612546125461255,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,1,1,0.5,20107.5,9.908897890228403,22680.0,17535.0,0.7731140602266214,1,1,1.0,1333,1333.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,1,4,2,2,0.5,32.033249999999995,3.4975146299603113,41.7,86.43299999999999,2.024192037470726,2,1,0.0,1136,378.6666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,75,57,18,0.76,8260.457093333333,9.019356254508997,366695.38,252838.902,0.6895047668591656,7,5,1.0,1701,22.986486486486488,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,1,0,1.0,532.0,6.278521424165844,532.0,0.0,0.0,1,1,1.0,0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,1,9,5,4,0.5555555555555556,230.1277777777778,5.44297070814357,1000.8,1070.35,1.0684268317029346,4,3,1.0,1498,187.25,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1.0,266.6,5.589493328254074,266.6,0.0,0.0,1,1,1.0,0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,1,0,1.0,4250.0,8.35490952835879,4250.0,0.0,0.0,1,1,0.0,0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,1,2,1,1,0.5,1850.0,7.523481312573497,1700.0,2000.0,1.1757789535567313,1,1,1.0,885,885.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,1,119,67,52,0.5630252100840336,2208.6781512605044,7.700602150992497,128524.5,134308.2,1.0449926279220856,10,6,0.0,1779,15.076271186440678,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,35,20,15,0.5714285714285714,989.7812857142858,6.898493809380995,17918.755,16723.59,0.9332488083681947,6,4,1.0,1527,44.911764705882355,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,5,3,2,0.6,4038.1888,8.30379915871456,7400.944,12790.0,1.7279244479558342,2,2,1.0,1410,352.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,10,5,5,0.5,29.2934,3.4109298670065353,128.51,164.424,1.2695853602038454,5,2,0.0,1598,177.55555555555554,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,1,0,1.0,1804.0,7.498315870766981,1804.0,0.0,0.0,1,1,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,1,0,1.0,3.045,1.397481550510455,3.045,0.0,0.0,1,1,1.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,6,3,3,0.5,360.0822,5.889105633244006,1138.952,1021.5412,0.8961265035720802,3,3,1.0,1665,333.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,292,139,153,0.476027397260274,1120.002910958904,7.0219790198207095,163079.45,163961.4,1.0054019350572063,16,10,0.0,1714,5.890034364261169,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,2,1,1,0.5,1314.28,7.181804849702622,1028.72,1599.84,1.5536650740006992,1,1,0.0,1513,1513.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,4,2,2,0.5,203.830375,5.322182197597394,662.109,153.2125,0.2310517577049927,2,1,0.0,1165,388.3333333333333,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,4,2,2,0.5,498.145,6.2128966347033145,1038.44,954.14,0.9179365812360502,2,2,0.0,1485,495.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,5,5,0,1.0,711.6800000000001,6.569032511815769,3558.4,0.0,0.0,2,2,0.0,30,7.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,3,3,0,1.0,3433.3333333333335,8.141578105276958,10300.0,0.0,0.0,3,3,1.0,20,10.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,10,7,3,0.7,1154.0434,7.051893198007519,8533.628,3006.806,0.3523066266039949,6,4,0.0,1680,186.66666666666666,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,4,2,2,0.5,27.970000000000002,3.366260811781259,55.900000000000006,55.980000000000004,0.9838312829525483,2,1,0.0,911,303.6666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,1,0.5,9174.0,9.12423767292277,9720.0,8628.0,0.8875630079209957,1,1,1.0,776,776.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,2,1,1,0.5,705.5,6.560323202124582,631.0,780.0,1.2341772151898733,1,1,1.0,1463,1463.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,42,36,6,0.8571428571428571,2482.020357142857,7.817230984082233,68884.855,35360.0,0.5133129290476253,14,7,1.0,1758,42.8780487804878,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,191,101,90,0.5287958115183246,3341.964286910995,8.114613203416878,320900.1688,317415.01,0.9891363474522815,3,3,1.0,1791,9.426315789473684,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,1,2,2,0,1.0,2582.5,7.856900347727239,5165.0,0.0,0.0,2,2,0.0,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,2,1,1,0.5,36.915000000000006,3.635346812152899,10.98,62.85000000000001,5.246243739565943,1,1,0.0,777,777.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,4,2,2,0.5,563.3320000000001,6.335642730792418,1115.4400000000003,1137.8880000000001,1.019211063738311,2,2,0.0,1674,558.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,8,5,3,0.625,2214.26875,7.7031290069475675,10266.500000000002,7447.65,0.7253615777940101,2,2,0.0,1358,194.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,1,43,27,16,0.627906976744186,513.1606139534883,6.2425356951526565,10695.9652,11369.9412,1.0629127969865695,10,5,1.0,1486,35.38095238095238,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,2,1,1,0.5,1610.95,7.385199905215798,1285.9,1936.0,1.5043903955241276,1,1,0.0,1504,1504.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,3,1,2,0.3333333333333333,7690.25,8.9478385980547,10035.0,13035.75,1.29889896373057,1,1,0.0,1161,580.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,1,1,0.5,1832.6000000000004,7.514036526520421,1694.0,1971.2000000000005,1.162949852507375,1,1,0.0,616,616.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,2,1,1,0.5,313.94300000000004,5.752391670070823,623.7,4.186,0.006700816391868096,1,1,0.0,404,404.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3,1,2,1,1,0.5,97.64,4.591476858856089,93.52,101.76,1.0765975454930174,1,1,0.0,1014,1014.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,79,56,23,0.7088607594936709,4400.839278481013,8.389777750397831,223799.93,123866.37299999999,0.5534667483285257,16,6,0.0,1792,22.987179487179485,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,84,45,39,0.5357142857142857,15201.149959251701,9.629192141519622,654283.448,622613.1485771429,0.9515939901679321,14,8,0.0,1702,20.50602409638554,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,68,27,41,0.39705882352941174,700.4152794117647,6.553100121631573,23799.086,23829.153,1.0012212981079143,13,6,1.0,1785,26.64179104477612,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,21,11,10,0.5238095238095238,449.4502095238096,6.110247548240663,4870.5344000000005,4567.92,0.9376758172948547,5,3,1.0,1117,55.85,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,2,1,1,0.5,129.51,4.8714498521794365,138.6,120.42,0.8626074498567335,1,1,0.0,1471,1471.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,12,6,6,0.5,5548.2,8.62140905220657,34545.0,32033.4,0.9272679905054131,1,1,1.0,259,23.545454545454547,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,47,27,20,0.574468085106383,1776.0031914893616,7.482683624151554,41218.35,42253.799999999996,1.025096223011765,8,5,0.723404255319149,1707,37.108695652173914,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,1,28,20,8,0.7142857142857143,3519.1360892857147,8.166254929573693,47150.2375,51385.573,1.089803273986181,8,4,0.0,691,25.59259259259259,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,2,1,1,0.5,150.147,5.018252873195218,161.604,138.69,0.8529310472067106,1,1,0.0,848,848.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,5,5,0,1.0,1396.3899999999999,7.242361489945615,6981.95,0.0,0.0,2,2,1.0,260,65.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,1,55,34,21,0.6181818181818182,15876.9782,9.672688409315228,447307.804,425925.99700000003,0.9521967669565476,6,4,1.0,1778,32.925925925925924,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,62,37,25,0.5967741935483871,188.01462903225806,5.24182441435132,5830.372,5826.535,0.9991705211054962,19,5,1.0,1676,27.475409836065573,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,183,162,21,0.8852459016393442,2275.8956010928964,7.730568215690228,271092.395,145396.5,0.5363336129971001,19,9,1.0,1792,9.851648351648352,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,28,16,12,0.5714285714285714,6594.682071428571,8.794170482309903,95157.742,89493.356,0.9404638409364429,6,2,1.0,1603,59.370370370370374,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,9,6,3,0.6666666666666666,638.0350000000001,6.459959225960486,2915.755,2826.56,0.9690769365270652,3,1,0.6666666666666666,599,74.875,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,2,1,1,0.5,5957.5,8.692574050530862,4625.0,7290.0,1.575875486381323,1,1,0.0,1430,1430.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,1,27,20,7,0.7407407407407407,11990.962962962964,9.391991951298925,170257.0,153499.0,0.9015670335608312,1,1,1.0,1632,62.76923076923077,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,11,8,3,0.7272727272727273,1048.5363636363636,6.956103787194375,7491.4,4042.5,0.5395467406972398,3,2,1.0,1003,100.3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,8,4,4,0.5,1829.875,7.512549273638471,6616.0,8023.0,1.2124829983376153,3,3,0.875,633,90.42857142857143,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2,1,11,6,5,0.5454545454545454,2295.468181818182,7.73912764859396,10198.15,15052.0,1.4758092586146885,2,2,1.0,1513,151.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,1,63,31,32,0.49206349206349204,42230.09040430413,10.65090966521186,1041530.0907399938,717158.9181919956,1.022203736614007,12,6,1.0,993,16.016129032258064,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,4,2,2,0.5,1349.6799999999998,7.208363448320052,2412.32,2986.4,1.237465400361328,2,2,0.0,1298,432.6666666666667,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,8,4,4,0.5,556.204875,6.322932990970034,2014.542,2435.0969999999998,1.2081598894987056,4,4,0.0,1386,198.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,9,6,3,0.6666666666666666,3477.277777777778,8.154292558826166,14549.099999999999,16746.4,1.1509474161689612,3,3,1.0,468,58.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,4,2,2,0.5,440.215,6.089532284988185,711.96,1048.8999999999999,1.47119052962298,2,2,0.0,1546,515.3333333333334,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,1,2,1,1,0.5,841.5,6.736373662226517,583.0,1100.0,1.8835616438356164,1,1,0.0,834,834.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
